stockid,open,high,low,close,histtime,volume
FB,67.96,68.09,66.26,67.17,2014-07-15,44213200
FB,67.54,67.94,67.07,67.66,2014-07-16,29594000
FB,67.03,67.85,66.04,66.41,2014-07-17,38188000
FB,66.8,68.46,66.16,68.42,2014-07-18,42456000
FB,68.81,69.96,68.5,69.4,2014-07-21,49539000
FB,69.76,69.77,68.61,69.27,2014-07-22,40398000
FB,69.74,71.33,69.61,71.29,2014-07-23,78435000
FB,75.96,76.74,74.51,74.98,2014-07-24,124168000
FB,74.99,75.67,74.66,75.19,2014-07-25,45917000
FB,75.17,75.5,73.85,74.92,2014-07-28,41725000
FB,74.72,74.92,73.42,73.71,2014-07-29,41324000
FB,74.21,75.19,74.13,74.68,2014-07-30,36853000
FB,74,74.17,72.44,72.65,2014-07-31,43992000
FB,72.22,73.22,71.55,72.36,2014-08-01,43535000
FB,72.36,73.88,72.36,73.51,2014-08-04,30777000
FB,73.2,73.59,72.18,72.69,2014-08-05,34986000
FB,72.02,73.72,71.79,72.47,2014-08-06,30986000
FB,73,74,72.7,73.17,2014-08-07,38141000
FB,73.4,73.43,72.56,73.06,2014-08-08,27202000
FB,73.46,73.91,73.06,73.44,2014-08-11,24591000
FB,73.09,73.33,72.22,72.83,2014-08-12,27419000
FB,73.12,74.25,73.05,73.77,2014-08-13,29266000
FB,73.97,74.38,73.69,74.3,2014-08-14,22207000
FB,74.32,74.65,73,73.63,2014-08-15,38846600
FB,74,74.72,73.96,74.59,2014-08-18,23974000
FB,74.81,75.58,74.51,75.29,2014-08-19,26679000
FB,74.97,75.18,74.62,74.81,2014-08-20,22917000
FB,74.92,75.19,74.41,74.57,2014-08-21,20102000
FB,74.34,74.73,73.57,74.57,2014-08-22,20897000
FB,74.94,75.28,74.79,75.02,2014-08-25,19734000
FB,75,75.99,74.73,75.96,2014-08-26,23993000
FB,75.27,75.49,74.46,74.63,2014-08-27,36323000
FB,74,74.43,73.73,73.86,2014-08-28,21947000
FB,74.3,74.82,74.01,74.82,2014-08-29,26241000
FB,75.01,76.7,74.82,76.68,2014-09-02,34979000
FB,77.14,77.48,75.6,75.83,2014-09-03,32389000
FB,75.89,76.93,75.53,75.95,2014-09-04,26676000
FB,76.1,77.38,75.6,77.26,2014-09-05,29476000
FB,77.26,78.17,77.01,77.89,2014-09-08,28183000
FB,77.59,78.17,76.2,76.67,2014-09-09,28882000
FB,76.52,77.95,76.51,77.43,2014-09-10,29909000
FB,77.13,78.36,77.05,77.92,2014-09-11,32219000
FB,78.02,78.3,77.1,77.48,2014-09-12,26744000
FB,77.15,77.25,73.43,74.58,2014-09-15,49679000
FB,73.52,76.23,73.07,76.08,2014-09-16,37742000
FB,75.96,77.25,75.57,76.43,2014-09-17,28693000
FB,76.77,77.33,76.52,77,2014-09-18,23031000
FB,77.4,78.3,76.44,77.91,2014-09-19,76671000
FB,77,77.53,75.95,76.8,2014-09-22,31961000
FB,76.33,78.63,76.04,78.29,2014-09-23,36814000
FB,78.1,78.62,77.51,78.54,2014-09-24,30680000
FB,78.6,78.94,77.13,77.22,2014-09-25,37533000
FB,77.59,78.84,77.33,78.79,2014-09-26,28872000
FB,78.12,79.2,77.91,79,2014-09-29,34031000
FB,79.35,79.71,78.6,79.04,2014-09-30,35899000
FB,78.78,78.82,75.9,76.55,2014-10-01,55090000
FB,76.57,77.48,75.64,77.08,2014-10-02,36488000
FB,77.76,78.06,77.26,77.44,2014-10-03,23340000
FB,77.19,77.89,76.85,77.56,2014-10-06,25729000
FB,77.05,77.95,76.24,76.29,2014-10-07,25317000
FB,76.18,77.71,75.1,77.52,2014-10-08,32976000
FB,77.28,77.76,75.85,75.91,2014-10-09,32487000
FB,75.59,76.5,72.76,72.91,2014-10-10,52146000
FB,73.23,74.78,72.52,72.99,2014-10-13,43938000
FB,74,74.18,72.05,73.59,2014-10-14,50299000
FB,71.69,73.8,70.32,73.21,2014-10-15,61528000
FB,70.79,73.35,70.58,72.63,2014-10-16,53529000
FB,74.23,76,73.75,75.95,2014-10-17,76342000
FB,75.6,77.09,75.38,76.95,2014-10-20,34701000
FB,77.56,78.74,77.15,78.69,2014-10-21,32252000
FB,78.82,79.85,78.01,78.37,2014-10-22,41808900
FB,79.38,80.63,79.01,80.04,2014-10-23,35056000
FB,80.2,80.82,79.32,80.67,2014-10-24,32248000
FB,80.74,80.8,79.76,80.28,2014-10-27,30169000
FB,80.18,81.16,79.57,80.77,2014-10-28,71343100
FB,75.45,76.88,74.78,75.86,2014-10-29,106120000
FB,75.05,75.35,72.9,74.11,2014-10-30,83270000
FB,74.93,75.7,74.45,74.99,2014-10-31,44544000
FB,75.47,75.52,73.7,73.88,2014-11-03,40727000
FB,74.23,75.77,73.65,75.76,2014-11-04,39326000
FB,76.51,76.8,74.42,74.83,2014-11-05,35913000
FB,74.89,75.6,74.31,75.26,2014-11-06,21383000
FB,75.39,75.86,75.02,75.6,2014-11-07,20774000
FB,75.36,75.48,74.61,75,2014-11-10,21575100
FB,74.95,74.98,74.03,74.61,2014-11-11,18715700
FB,74.28,75.14,73.54,74.72,2014-11-12,26536600
FB,74.74,75.24,73.64,74.25,2014-11-13,26448500
FB,74.27,74.93,74.04,74.88,2014-11-14,19476900
FB,74.88,75.66,73.88,74.24,2014-11-17,28701200
FB,74.45,74.8,73.9,74.34,2014-11-18,20690500
FB,74.01,74.54,73.11,73.33,2014-11-19,25441200
FB,72.8,73.99,72.51,73.6,2014-11-20,19154900
FB,74.5,74.5,73.5,73.75,2014-11-21,23055400
FB,73.54,74.35,73.35,74.01,2014-11-24,22103800
FB,74.21,75.74,74.13,75.63,2014-11-25,32250200
FB,75.53,77.78,75.51,77.62,2014-11-26,32695300
FB,77.67,78.27,77.23,77.7,2014-11-28,15992000
FB,77.26,77.31,74.8,75.1,2014-12-01,31789900
FB,75.33,75.91,75.04,75.46,2014-12-02,16724600
FB,75.38,75.73,74.4,74.88,2014-12-03,16689900
FB,74.83,75.55,74.66,75.24,2014-12-04,14362800
FB,75.8,76.76,75.36,76.36,2014-12-05,24306400
FB,76.18,77.25,75.4,76.52,2014-12-08,25733900
FB,75.2,76.93,74.78,76.84,2014-12-09,25358600
FB,76.65,77.55,76.07,76.18,2014-12-10,32210500
FB,76.52,78.52,76.48,77.73,2014-12-11,33462100
FB,77.16,78.88,77.02,77.83,2014-12-12,28091600
FB,78.46,78.58,76.56,76.99,2014-12-15,29396500
FB,76.19,77.39,74.59,74.69,2014-12-16,31554600
FB,75.01,76.41,74.9,76.11,2014-12-17,29203900
FB,76.89,78.4,76.51,78.4,2014-12-18,34222100
FB,78.75,80,78.33,79.88,2014-12-19,43335000
FB,80.08,81.89,80,81.45,2014-12-22,31395800
FB,82.02,82.17,80.4,80.61,2014-12-23,19865800
FB,81.03,81.43,80.75,80.77,2014-12-24,7685500
FB,81.02,81.28,80.51,80.78,2014-12-26,10647400
FB,80.49,80.96,79.71,80.02,2014-12-29,14134700
FB,79.85,80.59,79.1,79.22,2014-12-30,14370800
FB,79.54,79.8,77.86,78.02,2014-12-31,20040400
FB,78.58,78.93,77.7,78.45,2015-01-02,18177500
FB,77.98,79.25,76.86,77.19,2015-01-05,26452200
FB,77.23,77.59,75.36,76.15,2015-01-06,27399300
FB,76.76,77.36,75.82,76.15,2015-01-07,22045300
FB,76.74,78.23,76.08,78.18,2015-01-08,23961000
FB,78.2,78.62,77.2,77.74,2015-01-09,21157000
FB,77.84,78,76.21,76.72,2015-01-12,19190200
FB,77.23,78.08,75.85,76.45,2015-01-13,25179600
FB,76.42,77.2,76.03,76.28,2015-01-14,25918600
FB,76.4,76.57,73.54,74.05,2015-01-15,34134000
FB,74.04,75.32,73.84,75.18,2015-01-16,21791500
FB,75.72,76.31,74.82,76.24,2015-01-20,22821600
FB,76.16,77.3,75.85,76.74,2015-01-21,25096700
FB,77.17,77.75,76.68,77.65,2015-01-22,19519500
FB,77.65,78.19,77.04,77.83,2015-01-23,16746500
FB,77.98,78.47,77.29,77.5,2015-01-26,19260800
FB,76.71,76.88,75.63,75.78,2015-01-27,20110000
FB,76.9,77.64,76,76.24,2015-01-28,53306400
FB,76.85,78.02,74.21,78,2015-01-29,61293500
FB,78,78.16,75.75,75.91,2015-01-30,42649500
FB,76.11,76.14,73.75,74.99,2015-02-02,41955300
FB,75.19,75.58,73.86,75.4,2015-02-03,26957700
FB,75.09,76.35,75.01,75.63,2015-02-04,20277400
FB,75.71,75.98,75.21,75.61,2015-02-05,15062600
FB,75.68,75.7,74.25,74.47,2015-02-06,20989300
FB,74.05,74.83,73.45,74.44,2015-02-09,16194300
FB,74.85,75.34,74.5,75.19,2015-02-10,15811300
FB,75.09,76.75,75.03,76.51,2015-02-11,20877400
FB,76.86,76.87,75.89,76.23,2015-02-12,17235000
FB,76.46,76.48,75.5,75.74,2015-02-13,18621900
FB,75.3,76.91,75.08,75.6,2015-02-17,25254400
FB,75.94,76.9,75.45,76.71,2015-02-18,22426400
FB,76.99,79.84,76.95,79.42,2015-02-19,45851200
FB,79.55,80.34,79.2,79.9,2015-02-20,36931700
FB,79.96,80.19,78.38,78.84,2015-02-23,24139100
FB,78.5,79.48,78.1,78.45,2015-02-24,18897100
FB,78.5,80.2,78.5,79.56,2015-02-25,25593800
FB,79.88,81.37,79.72,80.41,2015-02-26,31111900
FB,80.68,81.23,78.62,78.97,2015-02-27,30739200
FB,79,79.86,78.52,79.75,2015-03-02,21662500
FB,79.61,79.7,78.52,79.6,2015-03-03,18635000
FB,79.3,81.15,78.85,80.9,2015-03-04,28126700
FB,81.23,81.99,81.05,81.21,2015-03-05,27825700
FB,80.9,81.33,79.83,80.01,2015-03-06,24488600
FB,79.68,79.91,78.63,79.44,2015-03-09,18925100
FB,78.5,79.26,77.55,77.55,2015-03-10,23067100
FB,77.8,78.43,77.26,77.57,2015-03-11,20215700
FB,78.1,79.05,77.91,78.93,2015-03-12,16093300
FB,78.6,79.38,77.68,78.05,2015-03-13,18557300
FB,77.96,78.12,77.36,78.07,2015-03-16,19305400
FB,78.36,79.78,78.34,79.36,2015-03-17,22170000
FB,79.25,81.24,79.17,80.91,2015-03-18,36912400
FB,81.12,83,81,82.75,2015-03-19,42099500
FB,83.39,84.6,83.07,83.8,2015-03-20,44466300
FB,83.92,84.96,83.3,84.43,2015-03-23,27357300
FB,84.71,86.07,84.52,85.31,2015-03-24,32576500
FB,85.5,85.52,82.92,82.92,2015-03-25,37436100
FB,82.72,83.77,82.14,83.01,2015-03-26,32794800
FB,83.38,83.95,82.88,83.3,2015-03-27,18372600
FB,83.81,84.34,82.41,83.2,2015-03-30,24527700
FB,82.9,83.5,82.21,82.22,2015-03-31,19734300
FB,82.5,82.72,80.87,81.67,2015-04-01,22058200
FB,82.25,82.56,81.44,81.56,2015-04-02,19664100
FB,80.8,82.81,80.8,82.44,2015-04-06,19062900
FB,82.65,83.42,82.22,82.32,2015-04-07,17467000
FB,82.63,83.1,81.84,82.28,2015-04-08,18966700
FB,82.5,82.8,81.71,82.17,2015-04-09,15927300
FB,82.21,82.61,81.91,82.04,2015-04-10,12529700
FB,81.93,83.94,81.92,83.01,2015-04-13,26883100
FB,83.17,83.69,82.44,83.52,2015-04-14,19634200
FB,83.55,83.66,82.27,82.71,2015-04-15,22390900
FB,82.47,83.07,82.15,82.31,2015-04-16,13769700
FB,81.48,82.11,80.37,80.78,2015-04-17,24076300
FB,81.54,83.15,81.24,83.09,2015-04-20,28796800
FB,84,84.49,83.54,83.62,2015-04-21,27171900
FB,84.32,84.74,83.65,84.63,2015-04-22,45548000
FB,84.1,85.59,82.41,82.41,2015-04-23,73728100
FB,82.77,82.94,81.48,81.53,2015-04-24,29660400
FB,81.87,82.93,81.63,81.91,2015-04-27,25446000
FB,81.83,81.9,80.23,80.68,2015-04-28,23775300
FB,80.01,81.39,79.52,80.47,2015-04-29,26430300
FB,80.01,80.96,78.32,78.77,2015-04-30,28999000
FB,79.24,79.76,78.11,78.99,2015-05-01,24136400
FB,79.33,79.69,78.63,78.81,2015-05-04,14692000
FB,78.55,78.8,77.22,77.56,2015-05-05,22311300
FB,77.97,78.81,77.05,78.1,2015-05-06,28663000
FB,78,78.94,77.56,78.43,2015-05-07,19749400
FB,79.1,79.23,78.03,78.51,2015-05-08,19943600
FB,78.48,79.03,77.93,78.01,2015-05-11,18874100
FB,77.87,77.89,76.79,77.46,2015-05-12,21285300
FB,77.72,78.53,77.65,78.44,2015-05-13,21512300
FB,78.94,81.85,78.67,81.37,2015-05-14,49438000
FB,81.41,81.52,80.18,80.42,2015-05-15,27069900
FB,80.33,81.38,80.23,80.88,2015-05-18,21613700
FB,81.25,81.69,80.55,80.63,2015-05-19,17955400
FB,80.47,81.1,79.46,80.55,2015-05-20,23056900
FB,80.19,80.92,80.08,80.48,2015-05-21,13402700
FB,80.35,81.31,80.25,80.54,2015-05-22,19567900
FB,80.43,80.6,79.08,79.33,2015-05-26,16321300
FB,79.6,80.66,79.43,80.55,2015-05-27,14160900
FB,80.25,81.07,80,80.15,2015-05-28,11982000
FB,79.95,80.07,78.88,79.19,2015-05-29,16134600
FB,79.3,80.38,78.66,80.29,2015-06-01,18119000
FB,79.76,81.35,79.56,80.44,2015-06-02,18923300
FB,81.35,82.53,81.25,82.44,2015-06-03,31775000
FB,82.14,82.95,81.51,82.05,2015-06-04,20863900
FB,81.87,82.46,81.51,82.14,2015-06-05,16143100
FB,81.82,82,80.13,80.67,2015-06-08,16915500
FB,80.6,81.19,79.32,80.67,2015-06-09,16497500
FB,80.83,82.6,80.81,82.16,2015-06-10,21531200
FB,82.31,82.9,81.36,81.83,2015-06-11,18656800
FB,81.37,82.09,81.2,81.53,2015-06-12,11417900
FB,80.55,80.93,80.07,80.71,2015-06-15,18805100
FB,80.82,81.51,80.45,81.06,2015-06-16,13693700
FB,81.76,82.22,81.34,81.79,2015-06-17,18350300
FB,81.64,83.19,81.57,82.91,2015-06-18,26782600
FB,82.83,82.98,82.12,82.51,2015-06-19,23353200
FB,83.41,84.97,83.31,84.74,2015-06-22,29383100
FB,84.96,87.97,84.76,87.88,2015-06-23,50667900
FB,87.66,89.25,87.45,88.86,2015-06-24,41370200
FB,89.26,89.4,87.84,87.98,2015-06-25,27302000
FB,88.12,88.34,86.83,88.01,2015-06-26,38214600
FB,86.61,87.5,85.73,85.8,2015-06-29,35957900
FB,86.6,86.7,85.57,85.77,2015-06-30,23233200
FB,86.77,87.95,86.49,86.91,2015-07-01,25260000
FB,87.4,87.44,86.34,87.29,2015-07-02,16908800
FB,86.49,88.19,86.39,87.55,2015-07-06,24635900
FB,87.8,87.85,85.23,87.22,2015-07-07,33059900
FB,86.29,86.75,85.45,85.65,2015-07-08,24399300
FB,86.73,87.6,85.65,85.88,2015-07-09,23307400
FB,87.35,88.22,86.77,87.95,2015-07-10,23245900
FB,88.66,90.22,88.42,90.1,2015-07-13,29976700
FB,90.46,90.8,89.65,89.68,2015-07-14,26627800
FB,90,90.99,89.42,89.76,2015-07-15,30886600
FB,90.28,90.86,89.77,90.85,2015-07-16,21804100
FB,92.55,95.39,92.54,94.97,2015-07-17,54001600
FB,95.85,98.6,95.36,97.91,2015-07-20,54860500
FB,98.95,99.24,97.14,98.39,2015-07-21,39453300
FB,96.74,97.58,95.92,97.04,2015-07-22,28299500
FB,96.96,97.45,94.81,95.44,2015-07-23,29418800
FB,97.35,97.76,95.88,96.95,2015-07-24,33444900
FB,96.58,96.61,93.83,94.17,2015-07-27,38585400
FB,94.84,95.56,93.31,95.29,2015-07-28,35236000
FB,96.32,97.28,94.74,96.99,2015-07-29,64648300
FB,94.91,95.81,91.8,95.21,2015-07-30,86211300
FB,94.95,96.33,93.95,94.01,2015-07-31,46509000
FB,93.53,95.08,92.8,94.14,2015-08-03,29343100
FB,93.79,94.73,93.33,94.06,2015-08-04,20136000
FB,95.25,97.09,95.18,96.44,2015-08-05,29813200
FB,97.18,98.74,94.42,95.12,2015-08-06,42271300
FB,95.38,95.4,93.61,94.3,2015-08-07,23199100
FB,95.68,95.9,93.63,94.15,2015-08-10,21624200
FB,93.73,94.76,92.9,93.62,2015-08-11,22491000
FB,92.7,94.44,91.19,94.19,2015-08-12,27050500
FB,94.05,94.73,93.35,93.43,2015-08-13,17451800
FB,93.54,94.72,93.21,94.42,2015-08-14,15929700
FB,94.42,94.46,93.39,93.93,2015-08-17,18313500
FB,94.08,95.85,94.04,95.17,2015-08-18,22278800
FB,94.63,96.1,94.16,95.31,2015-08-19,23251300
FB,93.54,94.77,90.46,90.56,2015-08-20,44598200
FB,87.52,89.18,85.61,86.06,2015-08-21,62778700
FB,77.03,82.09,72,82.09,2015-08-24,83710700
FB,86.95,87.67,83,83,2015-08-25,52021200
FB,85.95,87.46,83.26,87.19,2015-08-26,45124300
FB,89.1,90.06,87.19,89.73,2015-08-27,42431400
FB,89.88,91.48,89.79,91.01,2015-08-28,33215900
FB,90.6,91.05,88.89,89.43,2015-08-31,32850700
FB,86.85,89.39,86.5,87.23,2015-09-01,36097400
FB,88.81,89.89,87.63,89.89,2015-09-02,27190500
FB,89.76,89.82,87.73,88.15,2015-09-03,27048200
FB,87.2,88.39,86.7,88.26,2015-09-04,27328700
FB,89.69,90.24,88.83,89.53,2015-09-08,27012500
FB,90.78,91.98,90.17,90.44,2015-09-09,32551100
FB,90.07,92.06,89.63,91.98,2015-09-10,26437400
FB,91.68,92.08,91.13,92.05,2015-09-11,21185000
FB,92.31,92.62,91.6,92.31,2015-09-14,20127900
FB,92.37,93.25,91.79,92.9,2015-09-15,18859400
FB,92.9,93.6,92.63,93.45,2015-09-16,16321200
FB,93.37,95.51,92.9,94.34,2015-09-17,27841800
FB,93.2,95.19,93.05,94.4,2015-09-18,62300000
FB,94.62,96.49,94.52,95.55,2015-09-21,28790000
FB,93.77,94.68,91.92,92.96,2015-09-22,36888900
FB,93.4,94.32,92.8,93.97,2015-09-23,21701400
FB,93.06,94.77,92.24,94.41,2015-09-24,29106000
FB,95.79,95.85,92.06,92.77,2015-09-25,28961600
FB,92.08,92.29,88.18,89.21,2015-09-28,41199900
FB,89.1,90.06,85.72,86.67,2015-09-29,42281800
FB,88.44,90.02,88.01,89.9,2015-09-30,36169100
FB,90.05,90.95,88.36,90.95,2015-10-01,29283700
FB,88.9,92.2,88.37,92.07,2015-10-02,37881700
FB,92.94,94.27,92.66,94.01,2015-10-05,27292500
FB,94.08,94.17,92.34,92.8,2015-10-06,22488300
FB,93.11,93.66,91.37,92.4,2015-10-07,24129300
FB,91.89,93.22,90.47,92.47,2015-10-08,27290500
FB,92.9,93.74,92.24,93.24,2015-10-09,20012900
FB,93.32,94.6,92.67,94.26,2015-10-12,18449600
FB,93.66,95.37,93.55,94.12,2015-10-13,19480300
FB,94.08,95.2,93.61,94.07,2015-10-14,19253400
FB,94.99,96.3,94.9,95.96,2015-10-15,27557500
FB,96.18,97.59,95.35,97.54,2015-10-16,25412900
FB,97.18,98.57,96.92,98.47,2015-10-19,23729900
FB,98.73,99.59,96.56,97,2015-10-20,30881800
FB,97.37,98.18,96.47,97.11,2015-10-21,21917800
FB,97.79,99.73,97.55,99.67,2015-10-22,26392100
FB,101.91,102.85,100.16,102.19,2015-10-23,42809700
FB,102.2,103.81,101.55,103.77,2015-10-26,25961200
FB,102.94,104.1,102.4,103.7,2015-10-27,23795500
FB,103.9,104.48,102.92,104.2,2015-10-28,24081500
FB,103.96,105.12,103.52,104.88,2015-10-29,20316700
FB,104.51,104.72,101.65,101.97,2015-10-30,33487100
FB,101.72,103.47,101.18,103.31,2015-11-02,24003900
FB,103.22,103.65,102.4,102.58,2015-11-03,21242300
FB,103.19,104.14,102.48,103.94,2015-11-04,43469300
FB,108.8,110.65,107.95,108.76,2015-11-05,63232900
FB,108.04,108.74,105.91,107.1,2015-11-06,35084300
FB,107,108.25,105.86,106.49,2015-11-09,26383500
FB,105.96,108.15,105.24,107.91,2015-11-10,25031700
FB,108.27,109.87,107.11,109.01,2015-11-11,25057100
FB,108.48,109.39,108,108.02,2015-11-12,20924700
FB,107.71,108.25,103.83,103.95,2015-11-13,30278400
FB,103.32,104.17,100.47,104.04,2015-11-16,49309200
FB,104.62,106.2,104.14,105.13,2015-11-17,26807200
FB,105.8,107.88,105.39,107.77,2015-11-18,23836500
FB,107.36,107.73,105.95,106.26,2015-11-19,25520600
FB,106.84,107.87,106.62,107.32,2015-11-20,22129600
FB,107.19,107.47,106.08,106.95,2015-11-23,19897200
FB,106,106.49,104.39,105.74,2015-11-24,23577300
FB,106.33,106.6,105.1,105.41,2015-11-25,15150800
FB,105.78,105.96,104.86,105.45,2015-11-27,5899600
FB,105.84,106.1,103.75,104.24,2015-11-30,20009000
FB,104.83,107.15,104.5,107.12,2015-12-01,22715600
FB,107,107.92,105.79,106.07,2015-12-02,24295200
FB,106.27,106.85,103.35,104.38,2015-12-03,23171000
FB,104.81,107.73,104.11,106.18,2015-12-04,20941200
FB,106.48,106.83,104.66,105.61,2015-12-07,15403400
FB,104,106.91,103.95,106.49,2015-12-08,20365300
FB,106.18,106.44,103.55,104.6,2015-12-09,23123000
FB,105.05,106.4,104.41,105.42,2015-12-10,17414500
FB,104.15,104.34,101.91,102.12,2015-12-11,26286300
FB,102.29,104.74,101.46,104.66,2015-12-14,24648100
FB,105.3,105.8,104.28,104.55,2015-12-15,21644900
FB,105.37,107.09,104.19,106.79,2015-12-16,21994800
FB,107.49,107.75,106.13,106.22,2015-12-17,21508700
FB,106.08,106.59,103.97,104.04,2015-12-18,35546500
FB,104.91,105.15,103.6,104.77,2015-12-21,15999900
FB,105.22,105.66,104.81,105.51,2015-12-22,14420600
FB,105.89,106.11,103.86,104.63,2015-12-23,19246600
FB,104.74,105.32,104.5,105.02,2015-12-24,6501800
FB,105.02,105.98,104.53,105.93,2015-12-28,13031200
FB,106.42,107.74,106.25,107.26,2015-12-29,17137900
FB,107,107.25,106.06,106.22,2015-12-30,13101600
FB,106,106.17,104.62,104.66,2015-12-31,18298700
FB,101.95,102.24,99.75,102.22,2016-01-04,37717300
FB,102.89,103.71,101.67,102.73,2016-01-05,23225100
FB,101.13,103.77,100.9,102.97,2016-01-06,24988900
FB,100.5,101.43,97.3,97.92,2016-01-07,44864700
FB,99.88,100.5,97.03,97.33,2016-01-08,35267300
FB,97.91,98.6,95.39,97.51,2016-01-11,29873100
FB,99,99.96,97.55,99.37,2016-01-12,28212800
FB,100.58,100.58,95.21,95.44,2016-01-13,33091600
FB,95.85,98.87,92.45,98.37,2016-01-14,48488500
FB,93.98,96.38,93.54,94.97,2016-01-15,45935600
FB,96.53,97.42,93.92,95.26,2016-01-19,30620600
FB,92.83,95,89.37,94.35,2016-01-20,58982400
FB,94.91,95.99,92.62,94.16,2016-01-21,30468900
FB,96.41,98.07,95.49,97.94,2016-01-22,30331400
FB,98.72,99.48,96.93,97.01,2016-01-25,32319100
FB,97.76,97.88,95.66,97.34,2016-01-26,26637400
FB,97.79,97.85,94.23,94.45,2016-01-27,48311900
FB,107.2,110.34,104.81,109.11,2016-01-28,107084100
FB,108.99,112.84,108.84,112.21,2016-01-29,62357500
FB,112.27,115.72,112.01,115.09,2016-02-01,45840900
FB,114.8,117.59,113.2,114.61,2016-02-02,59644900
FB,115.27,115.34,109.75,112.69,2016-02-03,56848100
FB,111.8,111.94,109.25,110.49,2016-02-04,38648500
FB,109.51,109.58,103.18,104.07,2016-02-05,76522700
FB,100.41,102.68,97.46,99.75,2016-02-08,71016500
FB,97.14,102.4,96.82,99.54,2016-02-09,62580100
FB,101.55,103.25,100.24,101,2016-02-10,44943900
FB,99.6,105.11,98.88,101.91,2016-02-11,43493100
FB,103.74,104.24,101.09,102.01,2016-02-12,36038100
FB,103.8,103.93,100.24,101.61,2016-02-16,45438300
FB,102.02,105.72,100.4,105.2,2016-02-17,44009600
FB,105.8,106,103.03,103.47,2016-02-18,29374600
FB,102.55,105.02,102.06,104.57,2016-02-19,32337400
FB,105.49,108.25,105.34,107.16,2016-02-22,35630900
FB,106.85,107.47,105.12,105.46,2016-02-23,25204900
FB,104.21,106.95,102.74,106.88,2016-02-24,34239400
FB,107.11,108.07,105.61,108.07,2016-02-25,29796200
FB,108.7,109.45,107.16,107.92,2016-02-26,26578900
FB,107.6,108.91,106.75,106.92,2016-02-29,32243600
FB,107.83,109.82,107.6,109.82,2016-03-01,26694700
FB,109.68,110.55,108.77,109.95,2016-03-02,25641600
FB,110.25,110.3,108.54,109.58,2016-03-03,21333500
FB,110.05,110.05,107.93,108.39,2016-03-04,24872900
